Phase,Station,Station Lat (¼),Station Lon (¼),Station Zed (km),Event Lat (¼),Event Lon (¼),Event Depth (km),Delay Time (s),Bandpass (Hz)
 P, TL05,-8.9853,125.6598,0.502,-32.0722,-178.3241,10,0.78242, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-5.4513,151.5457,43,-0.13499, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-5.4513,151.5457,43,0.32484, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-5.4513,151.5457,43,-0.05666, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-10.9911,162.5558,12,-0.78196, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-10.9911,162.5558,12,-0.59092, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-10.9911,162.5558,12,-0.66105, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-10.9911,162.5558,12,-0.97309, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-10.9911,162.5558,12,-0.50879, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-10.9911,162.5558,12,-0.21454, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-10.9911,162.5558,12,0.75702, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-10.9911,162.5558,12,-0.17646, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-10.9911,162.5558,12,-0.92411, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-10.9911,162.5558,12,-0.80869, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-10.9911,162.5558,12,0.8547, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-10.9911,162.5558,12,0.90475, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-10.9911,162.5558,12,-1.42026, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-10.9911,162.5558,12,1.96847, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-10.9911,162.5558,12,-1.03675, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-10.9911,162.5558,12,-0.71393, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-10.9911,162.5558,12,0.3547, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-10.9911,162.5558,12,0.90332, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-10.9911,162.5558,12,0.38626, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-10.9911,162.5558,12,-0.79731, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-10.9911,162.5558,12,0.49792, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-10.9911,162.5558,12,0.6203, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-10.9911,162.5558,12,0.96087, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-10.9911,162.5558,12,1.39953, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,37.4593,78.1542,20,0.96509, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,37.4593,78.1542,20,0.50501, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,37.4593,78.1542,20,-0.04608, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,37.4593,78.1542,20,-1.13202, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,37.4593,78.1542,20,0.67615, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,37.4593,78.1542,20,0.89087, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,37.4593,78.1542,20,-1.38299, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,37.4593,78.1542,20,0.2323, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,37.4593,78.1542,20,0.07428, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,37.4593,78.1542,20,-1.30597, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,37.4593,78.1542,20,0.59644, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,37.4593,78.1542,20,-1.65631, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,37.4593,78.1542,20,0.39545, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,37.4593,78.1542,20,0.34174, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,37.4593,78.1542,20,-0.42889, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,37.4593,78.1542,20,-0.68493, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,37.4593,78.1542,20,-0.3053, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,37.4593,78.1542,20,0.60907, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,37.4593,78.1542,20,-0.06366, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,37.4593,78.1542,20,-0.08618, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,37.4593,78.1542,20,-0.01233, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,37.4593,78.1542,20,-0.26098, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,37.4593,78.1542,20,0.72815, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,37.4593,78.1542,20,1.35108, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,43.9097,147.9748,49,1.13748, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,43.9097,147.9748,49,0.62882, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,43.9097,147.9748,49,0.69156, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,43.9097,147.9748,49,-0.34018, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,43.9097,147.9748,49,0.60153, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,43.9097,147.9748,49,-1.12466, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,43.9097,147.9748,49,0.36148, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,43.9097,147.9748,49,-0.04281, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,43.9097,147.9748,49,0.99234, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,43.9097,147.9748,49,-0.73831, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,43.9097,147.9748,49,-0.83444, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,43.9097,147.9748,49,-0.66305, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,43.9097,147.9748,49,0.18662, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-9.307,158.403,12,-0.64506, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-9.307,158.403,12,-0.60829, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-9.307,158.403,12,-0.74079, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-9.307,158.403,12,-0.78333, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-9.307,158.403,12,-0.72111, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-9.307,158.403,12,-0.24275, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-9.307,158.403,12,1.32519, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-9.307,158.403,12,0.6447, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-9.307,158.403,12,-0.51591, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-9.307,158.403,12,-0.92054, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-9.307,158.403,12,-1.00413, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-9.307,158.403,12,0.80196, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-9.307,158.403,12,0.93249, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-9.307,158.403,12,-1.57429, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-9.307,158.403,12,1.81795, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-9.307,158.403,12,-1.34345, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-9.307,158.403,12,-0.85252, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-9.307,158.403,12,0.3503, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-9.307,158.403,12,0.76864, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-9.307,158.403,12,0.38524, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-9.307,158.403,12,-0.94047, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-9.307,158.403,12,0.60183, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-9.307,158.403,12,0.71355, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-9.307,158.403,12,0.94231, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-9.307,158.403,12,1.60848, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-10.4012,165.1409,11,-0.75296, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-10.4012,165.1409,11,-0.66909, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-10.4012,165.1409,11,-0.64477, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-10.4012,165.1409,11,-0.88104, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-10.4012,165.1409,11,1.03443, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-10.4012,165.1409,11,-0.64209, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-10.4012,165.1409,11,-0.0513, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-10.4012,165.1409,11,1.02173, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-10.4012,165.1409,11,0.43186, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-10.4012,165.1409,11,-0.23373, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-10.4012,165.1409,11,-1.0357, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-10.4012,165.1409,11,-0.70852, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-10.4012,165.1409,11,0.64368, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-10.4012,165.1409,11,0.71311, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-10.4012,165.1409,11,-1.26864, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-10.4012,165.1409,11,1.91135, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-10.4012,165.1409,11,-1.10833, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-10.4012,165.1409,11,-0.61419, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-10.4012,165.1409,11,0.29596, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-10.4012,165.1409,11,0.63547, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-10.4012,165.1409,11,0.32221, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-10.4012,165.1409,11,-1.14431, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-10.4012,165.1409,11,0.4166, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-10.4012,165.1409,11,0.37705, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-10.4012,165.1409,11,0.69513, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-10.4012,165.1409,11,1.23609, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,52.376,-169.4458,29,-0.11219, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,52.376,-169.4458,29,-0.36609, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,52.376,-169.4458,29,-0.2862, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,52.376,-169.4458,29,-1.00489, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,52.376,-169.4458,29,1.12762, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,52.376,-169.4458,29,0.28631, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,52.376,-169.4458,29,-0.93158, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,52.376,-169.4458,29,0.26123, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,52.376,-169.4458,29,-1.27271, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,52.376,-169.4458,29,-0.07239, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,52.376,-169.4458,29,-1.62763, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,52.376,-169.4458,29,0.62854, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,52.376,-169.4458,29,0.94635, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,52.376,-169.4458,29,-0.79016, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,52.376,-169.4458,29,1.43017, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,52.376,-169.4458,29,-0.72034, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,52.376,-169.4458,29,-0.77857, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,52.376,-169.4458,29,0.4494, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,52.376,-169.4458,29,0.62524, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,52.376,-169.4458,29,-0.66413, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,52.376,-169.4458,29,-0.50305, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,52.376,-169.4458,29,0.3811, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,52.376,-169.4458,29,0.10217, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,52.376,-169.4458,29,1.03204, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,52.376,-169.4458,29,0.479, 0.02-0.1
 P, TL1B,-9.2422,124.3567,0.077,52.376,-169.4458,29,1.01965, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,59.8935,-153.1961,119.3,-0.29826, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,59.8935,-153.1961,119.3,-0.5164, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,59.8935,-153.1961,119.3,-0.14439, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,59.8935,-153.1961,119.3,-1.15177, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,59.8935,-153.1961,119.3,0.19857, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,59.8935,-153.1961,119.3,-0.78581, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,59.8935,-153.1961,119.3,0.40865, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,59.8935,-153.1961,119.3,-1.21733, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,59.8935,-153.1961,119.3,-0.28599, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,59.8935,-153.1961,119.3,-1.44676, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,59.8935,-153.1961,119.3,0.91042, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,59.8935,-153.1961,119.3,1.19924, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,59.8935,-153.1961,119.3,-0.80082, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,59.8935,-153.1961,119.3,-0.61021, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,59.8935,-153.1961,119.3,0.92165, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,59.8935,-153.1961,119.3,0.55758, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,59.8935,-153.1961,119.3,-0.27354, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,59.8935,-153.1961,119.3,0.59371, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,59.8935,-153.1961,119.3,-0.00932, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,59.8935,-153.1961,119.3,0.68776, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-26.4576,-178.2511,269,-0.64404, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-26.4576,-178.2511,269,-0.4353, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-26.4576,-178.2511,269,-1.01001, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-26.4576,-178.2511,269,-0.26538, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-26.4576,-178.2511,269,-0.63409, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-26.4576,-178.2511,269,0.15387, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-26.4576,-178.2511,269,0.29956, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-26.4576,-178.2511,269,-0.87408, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-26.4576,-178.2511,269,-0.67328, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-26.4576,-178.2511,269,0.97357, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-26.4576,-178.2511,269,0.99079, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-26.4576,-178.2511,269,-0.75982, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-26.4576,-178.2511,269,-0.65136, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-26.4576,-178.2511,269,-0.29889, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-26.4576,-178.2511,269,0.48041, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-26.4576,-178.2511,269,-0.60009, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-26.4576,-178.2511,269,0.21472, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-26.4576,-178.2511,269,0.72864, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-9.3438,158.0525,22,-0.71537, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-9.3438,158.0525,22,-0.69575, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-9.3438,158.0525,22,-0.97468, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-9.3438,158.0525,22,-0.99305, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-9.3438,158.0525,22,1.06588, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-9.3438,158.0525,22,-0.6223, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-9.3438,158.0525,22,-0.44786, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-9.3438,158.0525,22,1.08492, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-9.3438,158.0525,22,0.57766, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-9.3438,158.0525,22,-0.57917, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-9.3438,158.0525,22,-0.86885, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-9.3438,158.0525,22,-1.11439, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-9.3438,158.0525,22,0.91747, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-9.3438,158.0525,22,0.79961, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-9.3438,158.0525,22,-1.45634, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-9.3438,158.0525,22,1.58184, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-9.3438,158.0525,22,-1.35707, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-9.3438,158.0525,22,-0.90168, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-9.3438,158.0525,22,0.19963, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-9.3438,158.0525,22,0.74303, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-9.3438,158.0525,22,0.2217, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-9.3438,158.0525,22,-0.81102, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-9.3438,158.0525,22,0.62294, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-9.3438,158.0525,22,0.64916, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-9.3438,158.0525,22,0.97499, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-9.3438,158.0525,22,1.70061, 0.02-0.1
 P, TL1B,-9.2422,124.3567,0.077,-9.3438,158.0525,22,0.39809, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-9.3293,157.8772,6.43,-0.87903, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-9.3293,157.8772,6.43,-0.79251, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-9.3293,157.8772,6.43,-1.06323, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-9.3293,157.8772,6.43,-0.97006, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-9.3293,157.8772,6.43,1.47977, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-9.3293,157.8772,6.43,-0.79727, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-9.3293,157.8772,6.43,-0.31482, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-9.3293,157.8772,6.43,1.01712, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-9.3293,157.8772,6.43,0.59079, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-9.3293,157.8772,6.43,-0.40903, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-9.3293,157.8772,6.43,-0.99084, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-9.3293,157.8772,6.43,-1.06674, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-9.3293,157.8772,6.43,0.896, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-9.3293,157.8772,6.43,0.98563, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-9.3293,157.8772,6.43,-1.50378, 0.02-0.1
 P, PPLA,-10.6113,123.3805,0.028,-9.3293,157.8772,6.43,1.83044, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-9.3293,157.8772,6.43,-1.38058, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-9.3293,157.8772,6.43,-0.97043, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-9.3293,157.8772,6.43,0.3085, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-9.3293,157.8772,6.43,0.7674, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-9.3293,157.8772,6.43,0.07205, 0.02-0.1
 P, TL04,-8.2213,125.6065,0.012,-9.3293,157.8772,6.43,-0.7265, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-9.3293,157.8772,6.43,0.53247, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-9.3293,157.8772,6.43,0.39911, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-9.3293,157.8772,6.43,0.82199, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-9.3293,157.8772,6.43,1.22806, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-37.0152,78.0623,10,-0.58285, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-37.0152,78.0623,10,-0.68514, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-37.0152,78.0623,10,-0.16708, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-37.0152,78.0623,10,-0.3005, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-37.0152,78.0623,10,-0.11129, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-37.0152,78.0623,10,-0.12155, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-37.0152,78.0623,10,0.89268, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-37.0152,78.0623,10,-0.04244, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-37.0152,78.0623,10,-0.43801, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-37.0152,78.0623,10,-0.64871, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-37.0152,78.0623,10,-0.11331, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-37.0152,78.0623,10,0.34647, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-37.0152,78.0623,10,-0.62368, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-37.0152,78.0623,10,-0.26449, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-37.0152,78.0623,10,0.36497, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-37.0152,78.0623,10,0.21097, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-37.0152,78.0623,10,-0.07528, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-37.0152,78.0623,10,0.1572, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-37.0152,78.0623,10,0.35947, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-37.0152,78.0623,10,0.94132, 0.02-0.1
 P, ALRB,-8.2194,124.4115,0.069,-10.8968,163.8226,8,-0.75128, 0.02-0.1
 P, BAOP,-8.4882,123.2696,0.067,-10.8968,163.8226,8,-0.66211, 0.02-0.1
 P, BKOR,-8.4868,122.5509,0.083,-10.8968,163.8226,8,-0.82562, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-10.8968,163.8226,8,-0.81449, 0.02-0.1
 P, GREG,-10.8919,122.8225,0.005,-10.8968,163.8226,8,1.29474, 0.02-0.1
 P, HADA,-8.3722,123.5454,0.029,-10.8968,163.8226,8,-0.54447, 0.02-0.1
 P, KPAR,-9.802,119.9462,0.6,-10.8968,163.8226,8,-0.17999, 0.02-0.1
 P, LEGO,-9.7124,123.9533,0.889,-10.8968,163.8226,8,1.23971, 0.02-0.1
 P, MALK,-9.5794,124.8743,0.05,-10.8968,163.8226,8,0.61145, 0.02-0.1
 P, MELO,-9.8698,120.6445,0.026,-10.8968,163.8226,8,-0.22968, 0.02-0.1
 P, MTNG,-8.2969,125.1025,0.108,-10.8968,163.8226,8,-0.97437, 0.02-0.1
 P, NAPU,-9.3939,119.93,0.217,-10.8968,163.8226,8,-0.74082, 0.02-0.1
 P, NOMU,-9.5565,124.5051,0.361,-10.8968,163.8226,8,0.76666, 0.02-0.1
 P, ONIX,-10.1033,124.4498,0.159,-10.8968,163.8226,8,0.88421, 0.02-0.1
 P, PAGL,-8.5091,120.4916,0.938,-10.8968,163.8226,8,-1.27445, 0.02-0.1
 P, RENG,-8.6048,120.0651,0.491,-10.8968,163.8226,8,-1.14246, 0.02-0.1
 P, SARA,-8.7873,121.1043,0.682,-10.8968,163.8226,8,-0.67279, 0.02-0.1
 P, SAVU,-10.5476,121.8613,0.12,-10.8968,163.8226,8,0.32394, 0.02-0.1
 P, TL02,-8.9884,125.208,0.271,-10.8968,163.8226,8,0.67731, 0.02-0.1
 P, TL03,-8.6043,125.5572,0.692,-10.8968,163.8226,8,0.07373, 0.02-0.1
 P, TL05,-8.9853,125.6598,0.502,-10.8968,163.8226,8,0.48288, 0.02-0.1
 P, TL06,-8.4718,126.4576,0.431,-10.8968,163.8226,8,0.64212, 0.02-0.1
 P, TL07,-8.8558,126.3628,0.056,-10.8968,163.8226,8,0.78924, 0.02-0.1
 P, TL08,-8.4947,126.9908,0.398,-10.8968,163.8226,8,1.38144, 0.02-0.1
 P, ENDE,-8.8318,121.6523,0.159,-30.6502,-178.7298,228,0.2925, 0.02-0.1
